FID,MEASID,TimeStamp,Time,Site,LonBase,LatBase,Dist1__ft_,Dist2_Y,Dir1_X,Dir2_Y,LonPoint,LatPoint,Soil_Sat__,ID,Zone,Notes,Veg_Orig,Veg,Trip,Record_in,Lat_from_T,Longitude,Period___u,Attenuatio,Permittivi,Probe_Mode,F27,1973_raste,2014_raste,aspect,tpi_300m,flow_acc_d,slope_deg,Elevation,Fire_Year_,Fire_Num,Fire_Max_S,RASTERVALU
1920,1663.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,135.000000000000000,-5.000000000000000,S,E,-118.688462000000001,36.712550000000000,17.199999999999999,1329.000000000000000, ,meadow,Wet Meadow,dense meadow,2016_Late,0.000000000000000,491, , , , , , ,6.0000000,6.0000000,141.2359924,-4,83.0000000,3.2480600,2402.0300293,2003,1,3,256.027158129999975
1921,1662.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,130.000000000000000,-5.000000000000000,S,E,-118.688460000000006,36.712564000000000,38.579999999999998,1329.000000000000000,[No GPS Lock],meadow,Wet Meadow,dense meadow,2016_Late,4121.000000000000000,489, , , , , , ,6.0000000,6.0000000,141.2359924,-4,83.0000000,3.2480600,2402.0300293,2003,1,3,254.864463779999994
1922,1661.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,125.000000000000000,-5.000000000000000,S,E,-118.688457000000000,36.712577000000003,40.280000000000001,1329.000000000000000,[No GPS Lock],meadow,Wet Meadow,dense meadow,2016_Late,4120.000000000000000,487, , , , , , ,6.0000000,6.0000000,141.2359924,-4,83.0000000,3.2480600,2402.0300293,2003,1,3,253.713580189999988
1923,1660.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,120.000000000000000,-5.000000000000000,S,E,-118.688455000000005,36.712591000000003,23.440000000000001,1329.000000000000000,[No GPS Lock],meadow,Wet Meadow,dense meadow,2016_Late,4119.000000000000000,485, , , , , , ,6.0000000,6.0000000,141.2359924,-4,83.0000000,3.2480600,2402.0300293,2003,1,3,252.556359320000013
1924,1659.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,115.000000000000000,-5.000000000000000,S,E,-118.688451999999998,36.712603999999999,36.140000000000001,1329.000000000000000,[No GPS Lock],meadow,Wet Meadow,dense meadow,2016_Late,4118.000000000000000,483, , , , , , ,6.0000000,6.0000000,147.4440002,-3,90.0000000,3.7040601,2402.5600586,2003,1,3,251.401901250000009
1925,1697.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,150.000000000000000,5.000000000000000,S,E,-118.688450000000003,36.712508999999997,11.699999999999999,1783.000000000000000, ,WPT 971; meadow,Wet Meadow,dense meadow,2016_Late,0.000000000000000,498, , , , , , ,6.0000000,6.0000000,141.2359924,-4,83.0000000,3.2480600,2402.0300293,2003,1,3,257.526820620000024
1926,1658.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,110.000000000000000,-5.000000000000000,S,E,-118.688450000000003,36.712617999999999,21.940000000000001,1329.000000000000000,[No GPS Lock],meadow,Wet Meadow,dense meadow,2016_Late,4117.000000000000000,481, , , , , , ,6.0000000,6.0000000,147.4440002,-3,90.0000000,3.7040601,2402.5600586,2003,1,3,250.259097510000004
1927,1696.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,145.000000000000000,5.000000000000000,S,E,-118.688446999999996,36.712522999999997,15.900000000000000,1783.000000000000000, ,meadow,Wet Meadow,dense meadow,2016_Late,0.000000000000000,496, , , , , , ,6.0000000,6.0000000,141.2359924,-4,83.0000000,3.2480600,2402.0300293,2003,1,3,256.366516750000017
1928,1657.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,105.000000000000000,-5.000000000000000,S,E,-118.688446999999996,36.712631999999999,28.600000000000001,1329.000000000000000,[No GPS Lock],meadow,Wet Meadow,dense meadow,2016_Late,4116.000000000000000,479, , , , , , ,6.0000000,6.0000000,147.4440002,-3,90.0000000,3.7040601,2402.5600586,2003,1,3,249.110112930000014
1929,1695.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,140.000000000000000,5.000000000000000,S,E,-118.688445000000002,36.712536000000000,20.800000000000001,1783.000000000000000, ,meadow,Wet Meadow,dense meadow,2016_Late,0.000000000000000,494, , , , , , ,6.0000000,6.0000000,141.2359924,-4,83.0000000,3.2480600,2402.0300293,2003,1,3,255.218187889999996
1930,1656.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,100.000000000000000,-5.000000000000000,S,E,-118.688444000000004,36.712645000000002,27.449999999999999,1329.000000000000000,[No GPS Lock],meadow,Wet Meadow,dense meadow,2016_Late,4115.000000000000000,477, , , , , , ,6.0000000,6.0000000,147.4440002,-3,90.0000000,3.7040601,2402.5600586,2003,1,3,247.963891149999995
1931,1694.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,135.000000000000000,5.000000000000000,S,E,-118.688441999999995,36.712550000000000,28.899999999999999,1783.000000000000000, ,meadow,Wet Meadow,dense meadow,2016_Late,0.000000000000000,492, , , , , , ,6.0000000,6.0000000,141.2359924,-4,83.0000000,3.2480600,2402.0300293,2003,1,3,254.063357510000003
1932,1655.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,95.000000000000000,-5.000000000000000,S,E,-118.688441999999995,36.712659000000002,31.379999999999999,1329.000000000000000,[No GPS Lock],meadow,Wet Meadow,dense meadow,2016_Late,4114.000000000000000,475, , , , , , ,6.0000000,6.0000000,147.4440002,-3,90.0000000,3.7040601,2402.5600586,2003,1,3,246.829167269999999
1933,1693.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,130.000000000000000,5.000000000000000,S,E,-118.688440000000000,36.712564000000000,35.700000000000003,1783.000000000000000, ,meadow,Wet Meadow,dense meadow,2016_Late,0.000000000000000,490, , , , , , ,6.0000000,6.0000000,141.2359924,-4,83.0000000,3.2480600,2402.0300293,2003,1,3,252.911289930000009
1934,1654.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,90.000000000000000,-5.000000000000000,S,E,-118.688439000000002,36.712673000000002,27.289999999999999,1329.000000000000000,[No GPS Lock],meadow,Wet Meadow,dense meadow,2016_Late,4113.000000000000000,473, , , , , , ,6.0000000,6.0000000,147.4440002,-3,90.0000000,3.7040601,2402.5600586,2003,1,3,245.688418979999994
1935,1692.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,125.000000000000000,5.000000000000000,S,E,-118.688436999999993,36.712577000000003,32.600000000000001,1783.000000000000000, ,meadow,Wet Meadow,dense meadow,2016_Late,0.000000000000000,488, , , , , , ,6.0000000,6.0000000,141.2359924,-4,83.0000000,3.2480600,2402.0300293,2003,1,3,251.771040919999990
1936,1653.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,85.000000000000000,-5.000000000000000,S,E,-118.688436999999993,36.712685999999998,29.969999999999999,1329.000000000000000,[No GPS Lock],meadow,Wet Meadow,dense meadow,2016_Late,4112.000000000000000,471, , , , , , ,6.0000000,6.0000000,150.2660065,-3,101.0000000,3.8741100,2403.1499023,2003,1,3,244.550433499999997
1937,1691.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,120.000000000000000,5.000000000000000,S,E,-118.688434999999998,36.712591000000003,32.299999999999997,1783.000000000000000, ,meadow,Wet Meadow,dense meadow,2016_Late,0.000000000000000,486, , , , , , ,6.0000000,6.0000000,141.2359924,-4,83.0000000,3.2480600,2402.0300293,2003,1,3,250.624446830000011
1938,1652.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,80.000000000000000,-5.000000000000000,S,E,-118.688434000000001,36.712699999999998,31.449999999999999,1329.000000000000000,[No GPS Lock],meadow,Wet Meadow,dense meadow,2016_Late,4111.000000000000000,469, , , , , , ,6.0000000,6.0000000,150.2660065,-3,101.0000000,3.8741100,2403.1499023,2003,1,3,243.429545520000005
1939,1690.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,115.000000000000000,5.000000000000000,S,E,-118.688432000000006,36.712603999999999,34.399999999999999,1783.000000000000000, ,meadow,Wet Meadow,dense meadow,2016_Late,0.000000000000000,484, , , , , , ,6.0000000,6.0000000,147.4440002,-3,90.0000000,3.7040601,2402.5600586,2003,1,3,249.480615540000002
1940,1651.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,75.000000000000000,-5.000000000000000,S,E,-118.688430999999994,36.712713000000001,28.170000000000002,1329.000000000000000,[No GPS Lock],meadow,Wet Meadow,dense meadow,2016_Late,4110.000000000000000,467, , , , , , ,6.0000000,6.0000000,150.2660065,-3,101.0000000,3.8741100,2403.1499023,2003,1,3,242.313319610000008
1941,1689.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,110.000000000000000,5.000000000000000,S,E,-118.688428999999999,36.712617999999999,38.600000000000001,1783.000000000000000, ,meadow,Wet Meadow,dense meadow,2016_Late,0.000000000000000,482, , , , , , ,6.0000000,6.0000000,147.4440002,-3,90.0000000,3.7040601,2402.5600586,2003,1,3,248.348446380000013
1942,1650.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,70.000000000000000,-5.000000000000000,S,E,-118.688428999999999,36.712727000000001,22.170000000000002,1329.000000000000000,[No GPS Lock],meadow,Wet Meadow,dense meadow,2016_Late,4109.000000000000000,465, , , , , , ,6.0000000,6.0000000,150.2660065,-3,101.0000000,3.8741100,2403.1499023,2003,1,3,241.195002249999987
1943,1688.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,105.000000000000000,5.000000000000000,S,E,-118.688427000000004,36.712631999999999,26.899999999999999,1783.000000000000000, ,meadow,Wet Meadow,dense meadow,2016_Late,0.000000000000000,480, , , , , , ,6.0000000,6.0000000,147.4440002,-3,90.0000000,3.7040601,2402.5600586,2003,1,3,247.210088579999990
1944,1649.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,65.000000000000000,-5.000000000000000,S,E,-118.688426000000007,36.712741000000001,5.050000000000000,1329.000000000000000,[No GPS Lock],meadow,Wet Meadow,dense meadow,2016_Late,4108.000000000000000,463, , , , , , ,6.0000000,6.0000000,150.2660065,-3,101.0000000,3.8741100,2403.1499023,2003,1,3,240.083332350000006
1945,1687.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,100.000000000000000,5.000000000000000,S,E,-118.688423999999998,36.712645000000002,22.100000000000001,1783.000000000000000, ,meadow,Wet Meadow,dense meadow,2016_Late,0.000000000000000,478, , , , , , ,6.0000000,6.0000000,148.3719940,-3,102.0000000,3.8165400,2402.2099609,2003,1,3,246.074493590000003
1946,1648.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,60.000000000000000,-5.000000000000000,S,E,-118.688423999999998,36.712753999999997,11.109999999999999,1329.000000000000000,[No GPS Lock],meadow,Wet Meadow,dense meadow,2016_Late,4107.000000000000000,461, , , , , , ,6.0000000,6.0000000,150.9299927,-3,23.0000000,3.9038100,2402.8200684,2003,1,3,238.960871559999987
1947,1686.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,95.000000000000000,5.000000000000000,S,E,-118.688422000000003,36.712659000000002,37.299999999999997,1783.000000000000000, ,meadow,Wet Meadow,dense meadow,2016_Late,0.000000000000000,476, , , , , , ,6.0000000,6.0000000,148.3719940,-3,102.0000000,3.8165400,2402.2099609,2003,1,3,244.950404300000002
1948,1647.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,55.000000000000000,-5.000000000000000,S,E,-118.688421000000005,36.712767999999997,15.340000000000000,1329.000000000000000,[No GPS Lock],meadow,Wet Meadow,dense meadow,2016_Late,4106.000000000000000,459, , , , , , ,6.0000000,6.0000000,150.9299927,-3,23.0000000,3.9038100,2402.8200684,2003,1,3,237.836319320000001
1949,1685.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,90.000000000000000,5.000000000000000,S,E,-118.688418999999996,36.712673000000002,42.299999999999997,1783.000000000000000, ,meadow,Wet Meadow,dense meadow,2016_Late,0.000000000000000,474, , , , , , ,6.0000000,6.0000000,148.3719940,-3,102.0000000,3.8165400,2402.2099609,2003,1,3,243.820282800000001
1950,1646.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,50.000000000000000,-5.000000000000000,S,E,-118.688418999999996,36.712781999999997,8.120001000000000,1329.000000000000000,[No GPS Lock],meadow,Wet Meadow,dense meadow,2016_Late,4105.000000000000000,457, , , , , , ,6.0000000,6.0000000,149.6170044,-3,95.0000000,3.8139300,2403.4299316,2003,1,3,236.718532949999997
1951,1684.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,85.000000000000000,5.000000000000000,S,E,-118.688417000000001,36.712685999999998,32.700000000000003,1783.000000000000000, ,meadow,Wet Meadow,dense meadow,2016_Late,0.000000000000000,472, , , , , , ,6.0000000,6.0000000,150.9299927,-3,23.0000000,3.9038100,2402.8200684,2003,1,3,242.692924110000007
1952,1645.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,45.000000000000000,-5.000000000000000,S,E,-118.688416000000004,36.712795000000000,0.770000000000000,1329.000000000000000,[No GPS Lock],PICOs,"Conifer, PICO",mixed conifer,2016_Late,4104.000000000000000,455, , , , , , ,6.0000000,6.0000000,149.6170044,-3,95.0000000,3.8139300,2403.4299316,2003,1,3,235.589837270000004
