FID,MEASID,TimeStamp,Time,Site,LonBase,LatBase,Dist1__ft_,Dist2_Y,Dir1_X,Dir2_Y,LonPoint,LatPoint,Soil_Sat__,ID,Zone,Notes,Veg_Orig,Veg,Trip,Record_in,Lat_from_T,Longitude,Period___u,Attenuatio,Permittivi,Probe_Mode,F27,1973_raste,2014_raste,aspect,tpi_300m,flow_acc_d,slope_deg,Elevation,Fire_Year_,Fire_Num,Fire_Max_S,RASTERVALU
4348,5581.000000000000000,7/22/2017 0:00:00,,0.000000000000000, , ,75.000000000000000,100.000000000000000,NW,NE,-118.698656000000000,36.702973000000000,0.000000000000000,3255.000000000000000,ZONE 00046,0,"Conifer, open rec",mixed conifer,2017_Late,861.000000000000000,36.70301,-118.69861,1.0636,1.0004,1.6719,CD659 12cm rods, ,4.0000000,1.0000000,149.4230042,11,13.0000000,8.3273401,2522.0100098,2003,1,2,279.212719900000025
4349,5574.000000000000000,7/22/2017 0:00:00,,0.000000000000000, , ,50.000000000000000,50.000000000000000,NW,NE,-118.698642000000007,36.702815000000001,0.000000000000000,1783.000000000000000,ZONE 00100,0,"Conifer, open rec",mixed conifer,2017_Late,1010.000000000000000,36.7029,-118.69846,1.076,0.9999,1.7109,CD659 12cm rods, ,4.0000000,1.0000000,152.7339935,9,19.0000000,8.5988503,2519.3601074,2003,1,2,259.051432770000019
4350,5567.000000000000000,7/22/2017 0:00:00,,0.000000000000000, , ,25.000000000000000,0.000000000000000,NW,NE,-118.698626000000004,36.702660999999999,2.960000000000000,3255.000000000000000,ZONE 00046,under bark,"Conifer, open rec",mixed conifer,2017_Late,856.000000000000000,36.7027,-118.69865,1.1405,1.0017,2.9942,CD659 12cm rods, ,4.0000000,4.0000000,158.0410004,6,0.0000000,9.4378405,2516.3701172,2003,1,2,239.922302690000009
4351,5580.000000000000000,7/22/2017 0:00:00,,0.000000000000000, , ,75.000000000000000,75.000000000000000,NW,NE,-118.698609000000005,36.702911000000000,0.000000000000000,1783.000000000000000,ZONE 00100,0,"Conifer, open rec",mixed conifer,2017_Late,1017.000000000000000,36.70289,-118.69865,1.067,0.9999,1.5715,CD659 12cm rods, ,4.0000000,1.0000000,149.5970001,10,14.0000000,8.3252602,2519.9399414,2003,1,2,269.058875849999993
4352,5573.000000000000000,7/22/2017 0:00:00,,0.000000000000000, , ,50.000000000000000,25.000000000000000,NW,NE,-118.698594000000000,36.702753999999999,0.060000000000000,3255.000000000000000,ZONE 00046,0.06,"Conifer, open rec",mixed conifer,2017_Late,853.000000000000000,36.70275,-118.69861,1.0783,0.9999,1.9025,CD659 12cm rods, ,4.0000000,1.0000000,154.6809998,8,20.0000000,8.9272299,2517.1999512,2003,1,2,249.219506980000006
4353,5586.000000000000000,7/22/2017 0:00:00,,0.000000000000000,-118.698575,36.703011,100.000000000000000,100.000000000000000,NW,NE,-118.698575000000005,36.703010999999996,0.000000000000000,3255.000000000000000,ZONE 00046,WPT 871,"Conifer, open rec",mixed conifer,2017_Late,860.000000000000000,36.70304,-118.69852,1.0738,1.0002,1.8299,CD659 12cm rods, ,4.0000000,1.0000000,147.8999939,11,13.0000000,8.2647600,2521.2299805,2003,1,2,279.312145419999979
4354,5579.000000000000000,7/22/2017 0:00:00,,0.000000000000000, , ,75.000000000000000,50.000000000000000,NW,NE,-118.698561999999995,36.702849000000001,0.330000000000000,1783.000000000000000,ZONE 00100,0.33,"Conifer, open rec",mixed conifer,2017_Late,1008.000000000000000,36.7029,-118.69846,1.0941,1.0006,2.0008,CD659 12cm rods, ,4.0000000,1.0000000,151.6979980,9,18.0000000,8.5107803,2518.6298828,2003,1,2,258.928726760000018
4355,5572.000000000000000,7/22/2017 0:00:00,,0.000000000000000, , ,50.000000000000000,0.000000000000000,NW,NE,-118.698547000000005,36.702694000000001,0.000000000000000,3255.000000000000000,ZONE 00046,0,"Conifer, open rec",mixed conifer,2017_Late,857.000000000000000,36.70272,-118.69856,1.0715,0.9996,1.7966,CD659 12cm rods, ,4.0000000,4.0000000,154.6809998,8,20.0000000,8.9272299,2517.1999512,2003,1,2,239.697523399999994
4356,5585.000000000000000,7/22/2017 0:00:00,,0.000000000000000, , ,100.000000000000000,75.000000000000000,NW,NE,-118.698528999999994,36.702947999999999,0.000000000000000,0.000000000000000, ,Rock,"Conifer, open rec",mixed conifer,2017_Late,0.000000000000000, , , , , , , ,4.0000000,1.0000000,149.5970001,10,14.0000000,8.3252602,2519.9399414,2003,1,2,269.272944849999988
4357,5578.000000000000000,7/22/2017 0:00:00,,0.000000000000000, , ,75.000000000000000,25.000000000000000,NW,NE,-118.698515000000000,36.702787999999998,0.000000000000000,3255.000000000000000,ZONE 00046,0,"Conifer, open rec",mixed conifer,2017_Late,854.000000000000000,36.70271,-118.69876,1.0399,1.0003,1.3286,CD659 12cm rods, ,4.0000000,1.0000000,150.5670013,9,15.0000000,8.2850399,2517.8898926,2003,1,2,249.017285079999994
4358,5584.000000000000000,7/22/2017 0:00:00,,0.000000000000000, , ,100.000000000000000,50.000000000000000,NW,NE,-118.698481999999998,36.702885000000002,0.000000000000000,1783.000000000000000,ZONE 00099,0,"Conifer, open rec",mixed conifer,2017_Late,1006.000000000000000,36.70515,-118.70087,1.0568,0.9998,1.4204,CD659 12cm rods, ,4.0000000,1.0000000,147.5390015,10,14.0000000,8.2268896,2519.1599121,2003,1,2,259.338134330000003
4359,5577.000000000000000,7/22/2017 0:00:00,,0.000000000000000, , ,75.000000000000000,0.000000000000000,NW,NE,-118.698469000000003,36.702725999999998,0.300000000000000,3255.000000000000000,ZONE 00046,0.3,"Conifer, open rec",mixed conifer,2017_Late,858.000000000000000,36.70276,-118.69849,1.0839,1,1.9931,CD659 12cm rods, ,4.0000000,4.0000000,154.6920013,8,19.0000000,8.5445900,2516.5400391,2003,1,2,239.388827410000005
4360,5583.000000000000000,7/22/2017 0:00:00,,0.000000000000000, , ,100.000000000000000,25.000000000000000,NW,NE,-118.698436000000001,36.702821000000000,0.000000000000000,0.000000000000000, ,0,"Conifer, open rec",mixed conifer,2017_Late,0.000000000000000, , , , , , , ,4.0000000,1.0000000,150.5670013,9,15.0000000,8.2850399,2517.8898926,2003,1,2,249.277396030000006
4361,5582.000000000000000,7/22/2017 0:00:00,,0.000000000000000,-118.69839,36.702758,100.000000000000000,0.000000000000000,NW,NE,-118.698390000000003,36.702758000000003,0.000000000000000,3255.000000000000000,ZONE 00046,WPT 870,"Conifer, open rec",mixed conifer,2017_Late,859.000000000000000,36.70276,-118.69842,1.0659,1.0002,1.7074,CD659 12cm rods, ,4.0000000,1.0000000,151.4499969,8,16.0000000,8.1988802,2515.8798828,2003,1,2,239.229511300000013
4362,13790.000000000000000,6/28/2018 0:00:00,,0.000000000000000,-118.69888,36.70293401,0.000000000000000,100.000000000000000,NE,NW,-118.698880000000003,36.702933999999999,0.500000000000000,3255.000000000000000,ZONE 00046,WPT 1272,"Conifer, open rec",mixed conifer,2018_Early,2120.000000000000000,36.70294,-118.69891,1.0885,1.0007,2.0647,CD659 12cm rods, ,4.0000000,1.0000000,152.6069946,10,8.0000000,8.5995502,2522.2099609,2003,1,2,286.838591710000003
4363,13785.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,0.000000000000000,75.000000000000000,NE,NW,-118.698852000000002,36.702869000000000,0.000000000000000,3255.000000000000000,ZONE 00046,0,"Conifer, open rec",mixed conifer,2018_Early,2129.000000000000000,36.70282,-118.69888,1.0715,1.0002,1.7945,CD659 12cm rods, ,4.0000000,1.0000000,156.9660034,9,0.0000000,9.1443796,2520.8000488,2003,1,2,277.307250399999987
4364,13780.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,0.000000000000000,50.000000000000000,NE,NW,-118.698823000000004,36.702804999999998,0.740000000000000,1329.000000000000000,ZONE 00087,0.74,"Conifer, open rec",mixed conifer,2018_Early,1676.000000000000000,36.70277,-118.69884,1.1032,1.0001,2.1552,CD659 12cm rods, ,4.0000000,1.0000000,156.9660034,9,0.0000000,9.1443796,2520.8000488,2003,1,2,267.788247920000003
4365,13791.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,25.000000000000000,100.000000000000000,NE,NW,-118.698796999999999,36.702944000000002,0.000000000000000,3255.000000000000000,ZONE 00046,0,"Conifer, open rec",mixed conifer,2018_Early,2121.000000000000000,36.70295,-118.69879,1.0704,1.0003,1.7765,CD659 12cm rods, ,4.0000000,1.0000000,152.6069946,10,8.0000000,8.5995502,2522.2099609,2003,1,2,283.446480469999983
4366,13775.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,0.000000000000000,25.000000000000000,NE,NW,-118.698795000000004,36.702739999999999,0.000000000000000,1329.000000000000000,ZONE 00087,0,"Conifer, open rec",mixed conifer,2018_Early,1685.000000000000000,36.70269,-118.69878,1.0738,1.0002,1.6746,CD659 12cm rods, ,4.0000000,1.0000000,157.7120056,7,0.0000000,9.2129803,2518.5800781,2003,1,2,258.181051700000012
4367,13786.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,25.000000000000000,75.000000000000000,NE,NW,-118.698768000000001,36.702879000000003,3.130000000000000,3255.000000000000000,ZONE 00046,3.13,"Conifer, open rec",mixed conifer,2018_Early,2128.000000000000000,36.70284,-118.69875,1.1438,1.0027,3.0573,CD659 12cm rods, ,4.0000000,1.0000000,150.8320007,10,18.0000000,8.5653400,2521.3999023,2003,1,2,273.932208070000001
4368,13770.000000000000000,6/28/2018 0:00:00,,0.000000000000000,-118.698766,36.70267501,0.000000000000000,0.000000000000000,NE,NW,-118.698766000000006,36.702674999999999,3.270000000000000,1329.000000000000000,ZONE 00087,WPT 1274,"Conifer, open rec",mixed conifer,2018_Early,1686.000000000000000,36.70268,-118.69875,1.1551,1.0023,3.1131,CD659 12cm rods, ,4.0000000,4.0000000,160.3930054,6,1.0000000,9.5887098,2517.0000000,2003,1,2,248.659598660000000
4369,13781.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,25.000000000000000,50.000000000000000,NE,NW,-118.698740000000001,36.702815000000001,0.900000000000000,1329.000000000000000,ZONE 00087,0.9,"Conifer, open rec",mixed conifer,2018_Early,1677.000000000000000,36.70283,-118.69875,1.1065,1.0003,2.213,CD659 12cm rods, ,4.0000000,1.0000000,153.8309937,9,9.0000000,8.8269501,2520.0500488,2003,1,2,264.429050249999989
4370,13792.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,50.000000000000000,100.000000000000000,NE,NW,-118.698712999999998,36.702953999999998,1.590000000000000,3255.000000000000000,ZONE 00046,1.59,"Conifer, open rec",mixed conifer,2018_Early,2122.000000000000000,36.70297,-118.69868,1.1122,1.0007,2.4719,CD659 12cm rods, ,4.0000000,1.0000000,150.8320007,10,18.0000000,8.5653400,2521.3999023,2003,1,2,280.053130109999984
4371,13776.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,25.000000000000000,25.000000000000000,NE,NW,-118.698711000000003,36.702750000000002,0.000000000000000,1329.000000000000000,ZONE 00087,0,"Conifer, open rec",mixed conifer,2018_Early,1684.000000000000000,36.70272,-118.69871,1.0839,1.0003,1.8351,CD659 12cm rods, ,4.0000000,1.0000000,157.7120056,7,0.0000000,9.2129803,2518.5800781,2003,1,2,254.968822689999996
4372,13787.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,50.000000000000000,75.000000000000000,NE,NW,-118.698684999999998,36.702888999999999,1.580000000000000,3255.000000000000000,ZONE 00046,1.58,"Conifer, open rec",mixed conifer,2018_Early,2127.000000000000000,36.70287,-118.69869,1.1122,1.0014,2.4697,CD659 12cm rods, ,4.0000000,1.0000000,150.9470062,10,17.0000000,8.4014997,2520.6699219,2003,1,2,270.555905950000010
4373,13771.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,25.000000000000000,0.000000000000000,NE,NW,-118.698683000000003,36.702685000000002,0.890000000000000,1329.000000000000000,ZONE 00087,0.89,"Conifer, open rec",mixed conifer,2018_Early,1687.000000000000000,36.70271,-118.69866,1.1065,1.0007,2.2115,CD659 12cm rods, ,4.0000000,4.0000000,158.0410004,6,0.0000000,9.4378405,2516.3701172,2003,1,2,245.646505899999994
4374,13782.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,50.000000000000000,50.000000000000000,NE,NW,-118.698656000000000,36.702824000000000,0.790000000000000,1329.000000000000000,ZONE 00087,0.7900001,"Conifer, open rec",mixed conifer,2018_Early,1678.000000000000000,36.70282,-118.69866,1.1043,1.0001,2.1746,CD659 12cm rods, ,4.0000000,1.0000000,152.7339935,9,19.0000000,8.5988503,2519.3601074,2003,1,2,261.071020610000005
4375,13793.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,75.000000000000000,100.000000000000000,NE,NW,-118.698629999999994,36.702964000000001,0.050000000000000,3255.000000000000000,ZONE 00046,0.05,"Conifer, open rec",mixed conifer,2018_Early,2123.000000000000000,36.703,-118.69862,1.0783,1.0004,1.9004,CD659 12cm rods, ,4.0000000,1.0000000,149.4230042,11,13.0000000,8.3273401,2522.0100098,2003,1,2,276.649891860000025
4376,13777.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,50.000000000000000,25.000000000000000,NE,NW,-118.698627999999999,36.702759999999998,0.000000000000000,1329.000000000000000,ZONE 00087,0,"Conifer, open rec",mixed conifer,2018_Early,1683.000000000000000,36.70277,-118.69859,1.0828,1.0002,1.8175,CD659 12cm rods, ,4.0000000,1.0000000,155.3540039,8,10.0000000,9.1002903,2517.9199219,2003,1,2,251.698295660000014
4377,13788.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,75.000000000000000,75.000000000000000,NE,NW,-118.698601999999994,36.702899000000002,1.060000000000000,3255.000000000000000,ZONE 00046,1.06,"Conifer, open rec",mixed conifer,2018_Early,2126.000000000000000,36.7029,-118.69862,1.1009,1.0004,2.275,CD659 12cm rods, ,4.0000000,1.0000000,149.5970001,10,14.0000000,8.3252602,2519.9399414,2003,1,2,267.169736639999996
4378,13772.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,50.000000000000000,0.000000000000000,NE,NW,-118.698599999999999,36.702694999999999,1.210000000000000,1329.000000000000000,ZONE 00087,1.21,"Conifer, open rec",mixed conifer,2018_Early,1688.000000000000000,36.70272,-118.69859,1.1133,1.0004,2.3314,CD659 12cm rods, ,4.0000000,4.0000000,154.6809998,8,20.0000000,8.9272299,2517.1999512,2003,1,2,242.574851679999995
4379,13783.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,75.000000000000000,50.000000000000000,NE,NW,-118.698572999999996,36.702835000000000,0.000000000000000,1329.000000000000000,ZONE 00087,0,"Conifer, open rec",mixed conifer,2018_Early,1679.000000000000000,36.70287,-118.6986,1.0851,1.0004,1.8531,CD659 12cm rods, ,4.0000000,1.0000000,151.6979980,9,18.0000000,8.5107803,2518.6298828,2003,1,2,257.701920219999977
4380,13794.000000000000000,6/28/2018 0:00:00,,0.000000000000000,-118.698547,36.70297399,100.000000000000000,100.000000000000000,NE,NW,-118.698547000000005,36.702973999999998,1.530000000000000,3255.000000000000000,ZONE 00046,WPT 1273,"Conifer, open rec",mixed conifer,2018_Early,2124.000000000000000,36.70297,-118.69853,1.1111,1.0008,2.4516,CD659 12cm rods, ,4.0000000,1.0000000,147.8999939,11,13.0000000,8.2647600,2521.2299805,2003,1,2,273.310326550000013
4381,13778.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,75.000000000000000,25.000000000000000,NE,NW,-118.698544999999996,36.702770000000001,5.250000000000000,1329.000000000000000,ZONE 00087,5.25,"Conifer, open rec",mixed conifer,2018_Early,1682.000000000000000,36.7028,-118.69853,1.1924,1.0056,3.8878,CD659 12cm rods, ,4.0000000,1.0000000,154.6809998,8,20.0000000,8.9272299,2517.1999512,2003,1,2,248.393961670000010
4382,13789.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,100.000000000000000,75.000000000000000,NE,NW,-118.698519000000005,36.702908999999998,2.620000000000000,3255.000000000000000,ZONE 00046,2.62,"Conifer, open rec",mixed conifer,2018_Early,2125.000000000000000,36.70293,-118.69852,1.1337,1.0016,2.8644,CD659 12cm rods, ,4.0000000,1.0000000,147.5390015,10,14.0000000,8.2268896,2519.1599121,2003,1,2,264.078304880000019
4383,13773.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,75.000000000000000,0.000000000000000,NE,NW,-118.698515999999998,36.702705000000002,0.000000000000000,1329.000000000000000,ZONE 00087,0,"Conifer, open rec",mixed conifer,2018_Early,1689.000000000000000,36.70276,-118.69852,1.0862,1.0001,1.8726,CD659 12cm rods, ,4.0000000,4.0000000,154.6920013,8,19.0000000,8.5445900,2516.5400391,2003,1,2,239.424246799999992
4384,13784.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,100.000000000000000,50.000000000000000,NE,NW,-118.698490000000007,36.702843999999999,0.000000000000000,1329.000000000000000,ZONE 00087,0,"Conifer, open rec",mixed conifer,2018_Early,1680.000000000000000,36.70287,-118.69851,1.0568,1.0002,1.4191,CD659 12cm rods, ,4.0000000,1.0000000,150.5670013,9,15.0000000,8.2850399,2517.8898926,2003,1,2,254.763854769999995
4385,13779.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,100.000000000000000,25.000000000000000,NE,NW,-118.698460999999995,36.702779999999997,0.000000000000000,1329.000000000000000,ZONE 00087,0,"Conifer, open rec",mixed conifer,2018_Early,1681.000000000000000,36.70281,-118.69848,1.0851,1.0001,1.8541,CD659 12cm rods, ,4.0000000,1.0000000,150.5670013,9,15.0000000,8.2850399,2517.8898926,2003,1,2,245.404410360000014
4386,13774.000000000000000,6/28/2018 0:00:00,,0.000000000000000, , ,100.000000000000000,0.000000000000000,NE,NW,-118.698432999999994,36.702714999999998,3.220000000000000,1329.000000000000000,ZONE 00087,3.22,"Conifer, open rec",mixed conifer,2018_Early,1690.000000000000000,36.70279,-118.69845,1.154,1.0011,3.0944,CD659 12cm rods, ,4.0000000,4.0000000,154.6920013,8,19.0000000,8.5445900,2516.5400391,2003,1,2,236.284158649999995
4387,1035.000000000000000,6/3/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,100.000000000000000,100.000000000000000,NW,SW,-118.669691000000000,36.728585000000002,9.300000000000001,1783.000000000000000,[No GPS Lock],WPT 806,Conifer,mixed conifer,2016_Early,3246.000000000000000, , , , , , , ,4.0000000,4.0000000,114.7129974,-15,57.0000000,7.0116401,2280.7199707,1997,3,2,1094.896925000000010
4388,1030.000000000000000,6/3/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,75.000000000000000,100.000000000000000,NW,SW,-118.669674000000001,36.728560000000002,4.910000000000000,1783.000000000000000,[No GPS Lock],dead CECO,Conifer,mixed conifer,2016_Early,3248.000000000000000, , , , , , , ,4.0000000,4.0000000,114.7129974,-15,57.0000000,7.0116401,2280.7199707,1997,3,2,1091.547864290000007
4389,1025.000000000000000,6/3/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,50.000000000000000,100.000000000000000,NW,SW,-118.669657000000001,36.728535000000001,8.480000000000000,1783.000000000000000,[No GPS Lock],8.48,Conifer,mixed conifer,2016_Early,3249.000000000000000, , , , , , , ,4.0000000,4.0000000,114.7129974,-15,57.0000000,7.0116401,2280.7199707,1997,3,2,1088.184009909999986
4390,1034.000000000000000,6/3/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,100.000000000000000,75.000000000000000,NW,SW,-118.669646999999998,36.728614000000000,6.280000000000000,1783.000000000000000,[No GPS Lock],6.28,Conifer,mixed conifer,2016_Early,3245.000000000000000, , , , , , , ,4.0000000,4.0000000,113.5240021,-14,46.0000000,8.2134800,2281.3100586,1997,3,2,1092.559936580000112
4391,1020.000000000000000,6/3/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,25.000000000000000,100.000000000000000,NW,SW,-118.669640999999999,36.728509000000003,9.029999999999999,1783.000000000000000,[No GPS Lock],9.03,Conifer,mixed conifer,2016_Early,3251.000000000000000, , , , , , , ,4.0000000,4.0000000,100.8489990,-15,43.0000000,4.9678998,2280.2800293,1997,3,2,1084.824933899999905
4392,1015.000000000000000,6/3/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,0.000000000000000,100.000000000000000,NW,SW,-118.669623999999999,36.728484000000002,7.470000000000000,1783.000000000000000,[No GPS Lock],4 inches litter; WPT 807,Conifer,mixed conifer,2016_Early,3253.000000000000000, , , , , , , ,4.0000000,4.0000000,85.2628021,-14,1665.0000000,4.0085502,2279.5700684,1997,3,2,1081.462225680000074
4393,1029.000000000000000,6/3/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,75.000000000000000,75.000000000000000,NW,SW,-118.669608999999994,36.728588000000002,1.200000000000000,1783.000000000000000,[No GPS Lock],in drainage,Conifer,mixed conifer,2016_Early,3243.000000000000000, , , , , , , ,4.0000000,4.0000000,110.7580032,-14,58.0000000,5.1865001,2279.7900391,1997,3,2,1087.041538850000052
4394,1033.000000000000000,6/3/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,100.000000000000000,50.000000000000000,NW,SW,-118.669601999999998,36.728642999999998,6.020000000000000,1783.000000000000000,[No GPS Lock],deep duff layer,Conifer,mixed conifer,2016_Early,3235.000000000000000, , , , , , , ,4.0000000,4.0000000,113.1940002,-13,47.0000000,6.1343598,2280.1799316,1997,3,2,1090.228420870000036
4395,1024.000000000000000,6/3/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,50.000000000000000,75.000000000000000,NW,SW,-118.669571000000005,36.728560999999999,7.320000000000000,1783.000000000000000,[No GPS Lock],log,Conifer,mixed conifer,2016_Early,3241.000000000000000, , , , , , , ,4.0000000,4.0000000,110.7580032,-14,58.0000000,5.1865001,2279.7900391,1997,3,2,1081.523227910000060
4396,1032.000000000000000,6/3/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,100.000000000000000,25.000000000000000,NW,SW,-118.669557999999995,36.728672000000003,8.669999000000001,1329.000000000000000,[No GPS Lock],8.669999,Conifer,mixed conifer,2016_Early,3194.000000000000000, , , , , , , ,4.0000000,4.0000000,113.1940002,-13,47.0000000,6.1343598,2280.1799316,1997,3,2,1087.948357080000051
4397,1028.000000000000000,6/3/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,75.000000000000000,50.000000000000000,NW,SW,-118.669543000000004,36.728614999999998,8.100000000000000,1783.000000000000000,[No GPS Lock],8.1,Conifer,mixed conifer,2016_Early,3236.000000000000000, , , , , , , ,4.0000000,4.0000000,113.1940002,-13,47.0000000,6.1343598,2280.1799316,1997,3,2,1082.598423030000049
4398,1019.000000000000000,6/3/2016 0:00:00,,0.000000000000000, , ,25.000000000000000,75.000000000000000,NW,SW,-118.669533000000001,36.728535000000001,0.000000000000000,0.000000000000000, ,solid wood,Conifer,mixed conifer,2016_Early,0.000000000000000, , , , , , , ,4.0000000,4.0000000,103.8119965,-12,59.0000000,4.6984801,2278.9699707,1997,3,2,1076.030076320000035
4399,1031.000000000000000,6/3/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,100.000000000000000,0.000000000000000,NW,SW,-118.669514000000007,36.728701000000001,9.130000000000001,1329.000000000000000,[No GPS Lock],WPT 804,Conifer,mixed conifer,2016_Early,3186.000000000000000, , , , , , , ,4.0000000,4.0000000,109.4940033,-12,48.0000000,5.4055200,2279.2600098,1997,3,2,1085.696057079999946
4400,1014.000000000000000,6/3/2016 0:00:00,,0.000000000000000, , ,0.000000000000000,75.000000000000000,NW,SW,-118.669494000000000,36.728507999999998,0.000000000000000,0.000000000000000, ,solid wood,Conifer,mixed conifer,2016_Early,0.000000000000000, , , , , , , ,4.0000000,4.0000000,77.8511963,-12,1668.0000000,4.2405300,2278.8601074,1997,3,2,1070.513940240000011
4401,1023.000000000000000,6/3/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,50.000000000000000,50.000000000000000,NW,SW,-118.669483999999997,36.728588000000002,9.230000000000000,1783.000000000000000,[No GPS Lock],9.23,Conifer,mixed conifer,2016_Early,3238.000000000000000, , , , , , , ,4.0000000,4.0000000,103.8119965,-12,59.0000000,4.6984801,2278.9699707,1997,3,2,1074.978809870000077
4402,1027.000000000000000,6/3/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,75.000000000000000,25.000000000000000,NW,SW,-118.669477999999998,36.728642999999998,5.770000000000000,1329.000000000000000,[No GPS Lock],CECO,Conifer,mixed conifer,2016_Early,3193.000000000000000, , , , , , , ,4.0000000,4.0000000,109.4940033,-12,48.0000000,5.4055200,2279.2600098,1997,3,2,1078.215993049999952
4403,1018.000000000000000,6/3/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,25.000000000000000,50.000000000000000,NW,SW,-118.669424000000006,36.728560999999999,5.120000000000000,1783.000000000000000,[No GPS Lock],5.12,Conifer,mixed conifer,2016_Early,3239.000000000000000, , , , , , , ,4.0000000,4.0000000,98.0213013,-11,60.0000000,4.7296100,2278.1599121,1997,3,2,1067.329039230000035
4404,1026.000000000000000,6/3/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,75.000000000000000,0.000000000000000,NW,SW,-118.669411999999994,36.728670999999999,7.790000000000000,1329.000000000000000,[No GPS Lock],7.79,Conifer,mixed conifer,2016_Early,3187.000000000000000, , , , , , , ,4.0000000,4.0000000,103.7860031,-11,49.0000000,5.2994800,2278.3300781,1997,3,2,1073.846202109999922
4405,1022.000000000000000,6/3/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,50.000000000000000,25.000000000000000,NW,SW,-118.669397000000004,36.728614999999998,7.040000000000000,1329.000000000000000,[No GPS Lock],7.04,Conifer,mixed conifer,2016_Early,3192.000000000000000, , , , , , , ,4.0000000,4.0000000,103.7860031,-11,49.0000000,5.2994800,2278.3300781,1997,3,2,1068.453919569999925
4406,1013.000000000000000,6/3/2016 0:00:00,,0.000000000000000, , ,0.000000000000000,50.000000000000000,NW,SW,-118.669364999999999,36.728532999999999,7.900000000000000,1783.000000000000000, ,7.9,Conifer,mixed conifer,2016_Early,0.000000000000000, , , , , , , ,4.0000000,4.0000000,98.0213013,-11,60.0000000,4.7296100,2278.1599121,1997,3,2,1059.658750090000012
4407,1017.000000000000000,6/3/2016 0:00:00,,0.000000000000000, , ,25.000000000000000,25.000000000000000,NW,SW,-118.669315999999995,36.728586000000000,0.000000000000000,0.000000000000000, ,solid wood,Conifer,mixed conifer,2016_Early,0.000000000000000, , , , , , , ,4.0000000,4.0000000,92.2147980,-10,61.0000000,4.9228802,2277.2700195,1997,3,2,1058.663527019999947
4408,1021.000000000000000,6/3/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,50.000000000000000,0.000000000000000,NW,SW,-118.669309999999996,36.728642000000001,7.390000000000000,1329.000000000000000,[No GPS Lock],7.39,Conifer,mixed conifer,2016_Early,3188.000000000000000, , , , , , , ,4.0000000,4.0000000,97.3789978,-10,50.0000000,5.5187802,2277.4499512,1997,3,2,1061.958230050000111
4409,1012.000000000000000,6/3/2016 0:00:00,12/30/1899 0:00:00,0.000000000000000, , ,0.000000000000000,25.000000000000000,NW,SW,-118.669235000000000,36.728558000000000,10.300000000000001,1329.000000000000000,[No GPS Lock],10.3,Conifer,mixed conifer,2016_Early,3191.000000000000000, , , , , , , ,4.0000000,4.0000000,81.4748001,-9,62.0000000,5.2677898,2276.3701172,1997,3,2,1048.843414919999987
